review_id,product,order_status,review_text,sentiment
ORD200350,Chair,Shipped,"Disappointed with the chair, had to return it immediately.",Negative
ORD200351,Laptop,Delivered,"Excellent laptop, would definitely buy again. Highly recommend!",Positive
ORD200352,Chair,Pending,"Best chair I have bought this year, five stars.",Positive
ORD200353,Tablet,Delivered,"The tablet exceeded my expectations, great quality and fast shipping!",Positive
ORD200354,Phone,Shipped,"This phone is not worth the price, very disappointing.",Negative
ORD200355,Tablet,Cancelled,"I am not happy with this tablet, complete waste of money.",Negative
ORD200356,Printer,Cancelled,Shipping took forever and the printer was not even functional.,Negative
ORD200357,Laptop,Delivered,"The laptop exceeded my expectations, great quality and fast shipping!",Positive
ORD200358,Tablet,Cancelled,Shipping took forever and the tablet was not even functional.,Negative
ORD200359,Desk,Delivered,"Great value for money, the desk works flawlessly.",Positive
ORD200360,Phone,Pending,"The phone exceeded my expectations, great quality and fast shipping!",Positive
ORD200361,Printer,Delivered,"Fast delivery and the printer feels premium, very satisfied.",Positive
ORD200362,Monitor,Cancelled,"Terrible experience, the monitor stopped working within a week.",Negative
ORD200363,Laptop,Pending,"Absolutely love this laptop, works perfectly and arrived on time.",Positive
ORD200364,Phone,Cancelled,"The phone was not good, arrived damaged and support was unhelpful.",Negative
ORD200365,Phone,Cancelled,"Regret buying this phone, customer service was no help either.",Negative
ORD200366,Printer,Pending,"Terrible experience, the printer stopped working within a week.",Negative
ORD200367,Laptop,Pending,"Terrible experience, the laptop stopped working within a week.",Negative
ORD200368,Monitor,Cancelled,The monitor never worked properly from day one.,Negative
ORD200369,Monitor,Pending,"Regret buying this monitor, customer service was no help either.",Negative
ORD200370,Phone,Cancelled,"This phone is not worth the price, very disappointing.",Negative
ORD200371,Phone,Pending,"Fast delivery and the phone feels premium, very satisfied.",Positive
ORD200372,Chair,Returned,"Regret buying this chair, customer service was no help either.",Negative
ORD200373,Laptop,Pending,"Disappointed with the laptop, had to return it immediately.",Negative
ORD200374,Monitor,Pending,"The monitor was not good, arrived damaged and support was unhelpful.",Negative
ORD200375,Monitor,Shipped,"Absolutely love this monitor, works perfectly and arrived on time.",Positive
ORD200376,Monitor,Pending,"The monitor is not what I expected, poor quality overall.",Negative
ORD200377,Monitor,Pending,"Disappointed with the monitor, had to return it immediately.",Negative
ORD200378,Chair,Pending,"I am not happy with this chair, complete waste of money.",Negative
ORD200379,Phone,Shipped,"Best phone I have bought this year, five stars.",Positive
ORD200380,Printer,Pending,"The printer exceeded my expectations, great quality and fast shipping!",Positive
ORD200381,Chair,Returned,"Regret buying this chair, customer service was no help either.",Negative
ORD200382,Printer,Shipped,"The printer exceeded my expectations, great quality and fast shipping!",Positive
ORD200383,Chair,Pending,"Super happy with my chair purchase, no complaints so far.",Positive
ORD200384,Chair,Returned,Shipping took forever and the chair was not even functional.,Negative
ORD200385,Chair,Delivered,"This chair is not bad at all, actually pretty amazing for the price.",Positive
ORD200386,Tablet,Returned,"Regret buying this tablet, customer service was no help either.",Negative
ORD200387,Printer,Shipped,"This printer is not bad at all, actually pretty amazing for the price.",Positive
ORD200388,Printer,Pending,"Best printer I have bought this year, five stars.",Positive
ORD200389,Desk,Shipped,"Excellent desk, would definitely buy again. Highly recommend!",Positive
ORD200390,Printer,Delivered,"I am not happy with this printer, complete waste of money.",Negative
ORD200391,Laptop,Cancelled,"I am not happy with this laptop, complete waste of money.",Negative
ORD200392,Phone,Delivered,The phone is not expensive but it does not feel cheap either. Loved it.,Positive
ORD200393,Printer,Returned,"Regret buying this printer, customer service was no help either.",Negative
ORD200394,Desk,Shipped,Shipping took forever and the desk was not even functional.,Negative
ORD200395,Phone,Delivered,"Super happy with my phone purchase, no complaints so far.",Positive
ORD200396,Tablet,Shipped,"Super happy with my tablet purchase, no complaints so far.",Positive
ORD200397,Monitor,Cancelled,Shipping took forever and the monitor was not even functional.,Negative
ORD200398,Phone,Shipped,The phone is not expensive but it does not feel cheap either. Loved it.,Positive
ORD200399,Tablet,Returned,I was worried at first but the tablet turned out to be really good.,Positive
ORD200400,Desk,Returned,"Regret buying this desk, customer service was no help either.",Negative
ORD200401,Printer,Returned,"Terrible experience, the printer stopped working within a week.",Negative
ORD200402,Printer,Shipped,The printer is not expensive but it does not feel cheap either. Loved it.,Positive
ORD200403,Tablet,Returned,"The tablet was not good, arrived damaged and support was unhelpful.",Negative
ORD200404,Monitor,Delivered,"Disappointed with the monitor, had to return it immediately.",Negative
ORD200405,Monitor,Cancelled,"I am not happy with this monitor, complete waste of money.",Negative
ORD200406,Tablet,Returned,Shipping took forever and the tablet was not even functional.,Negative
ORD200407,Tablet,Returned,"I am not happy with this tablet, complete waste of money.",Negative
ORD200408,Printer,Pending,The printer never worked properly from day one.,Negative
ORD200409,Desk,Delivered,"Fast delivery and the desk feels premium, very satisfied.",Positive
ORD200410,Tablet,Shipped,Shipping took forever and the tablet was not even functional.,Negative
ORD200411,Desk,Shipped,"Great value for money, the desk works flawlessly.",Positive
ORD200412,Tablet,Returned,"Terrible experience, the tablet stopped working within a week.",Negative
ORD200413,Tablet,Delivered,"Awful build quality, would not recommend this tablet to anyone.",Negative
ORD200414,Desk,Delivered,"Fast delivery and the desk feels premium, very satisfied.",Positive
ORD200415,Chair,Shipped,I was worried at first but the chair turned out to be really good.,Positive
ORD200416,Laptop,Cancelled,"This laptop is not worth the price, very disappointing.",Negative
ORD200417,Laptop,Cancelled,"Absolutely love this laptop, works perfectly and arrived on time.",Positive
ORD200418,Printer,Cancelled,"Awful build quality, would not recommend this printer to anyone.",Negative
ORD200419,Tablet,Pending,I was worried at first but the tablet turned out to be really good.,Positive
ORD200420,Phone,Shipped,"The phone was not good, arrived damaged and support was unhelpful.",Negative
ORD200421,Chair,Cancelled,"This chair is not worth the price, very disappointing.",Negative
ORD200422,Phone,Returned,"The phone was not good, arrived damaged and support was unhelpful.",Negative
ORD200423,Printer,Cancelled,"Awful build quality, would not recommend this printer to anyone.",Negative
ORD200424,Chair,Pending,Shipping took forever and the chair was not even functional.,Negative
ORD200425,Laptop,Returned,"The laptop was not good, arrived damaged and support was unhelpful.",Negative
ORD200426,Monitor,Cancelled,"This monitor is not worth the price, very disappointing.",Negative
ORD200427,Desk,Pending,"Super happy with my desk purchase, no complaints so far.",Positive
ORD200428,Chair,Cancelled,Shipping took forever and the chair was not even functional.,Negative
ORD200429,Printer,Pending,The printer is not expensive but it does not feel cheap either. Loved it.,Positive
ORD200430,Phone,Shipped,"I am not happy with this phone, complete waste of money.",Negative
ORD200431,Printer,Cancelled,"The printer was not good, arrived damaged and support was unhelpful.",Negative
ORD200432,Tablet,Returned,"Terrible experience, the tablet stopped working within a week.",Negative
ORD200433,Monitor,Returned,"Terrible experience, the monitor stopped working within a week.",Negative
ORD200434,Printer,Returned,"Terrible experience, the printer stopped working within a week.",Negative
ORD200435,Printer,Returned,"I am not happy with this printer, complete waste of money.",Negative
ORD200436,Laptop,Pending,"Super happy with my laptop purchase, no complaints so far.",Positive
ORD200437,Phone,Delivered,"Super happy with my phone purchase, no complaints so far.",Positive
ORD200438,Tablet,Pending,"Fast delivery and the tablet feels premium, very satisfied.",Positive
ORD200439,Tablet,Shipped,"The tablet is not what I expected, poor quality overall.",Negative
ORD200440,Desk,Pending,"Excellent desk, would definitely buy again. Highly recommend!",Positive
ORD200441,Printer,Returned,"Regret buying this printer, customer service was no help either.",Negative
ORD200442,Chair,Pending,"I am not happy with this chair, complete waste of money.",Negative
ORD200443,Chair,Returned,"Disappointed with the chair, had to return it immediately.",Negative
ORD200444,Printer,Shipped,The printer never worked properly from day one.,Negative
ORD200445,Phone,Delivered,"Best phone I have bought this year, five stars.",Positive
ORD200446,Laptop,Delivered,"The laptop exceeded my expectations, great quality and fast shipping!",Positive
ORD200447,Printer,Returned,"Disappointed with the printer, had to return it immediately.",Negative
ORD200448,Laptop,Pending,"Regret buying this laptop, customer service was no help either.",Negative
ORD200449,Tablet,Pending,Shipping took forever and the tablet was not even functional.,Negative
ORD200450,Monitor,Returned,Shipping took forever and the monitor was not even functional.,Negative
ORD200451,Monitor,Cancelled,"Awful build quality, would not recommend this monitor to anyone.",Negative
ORD200452,Printer,Pending,"Best printer I have bought this year, five stars.",Positive
ORD200453,Tablet,Shipped,"Great value for money, the tablet works flawlessly.",Positive
ORD200454,Laptop,Cancelled,"The laptop is not what I expected, poor quality overall.",Negative
ORD200455,Phone,Pending,"The phone is not what I expected, poor quality overall.",Negative
ORD200456,Desk,Shipped,The desk never worked properly from day one.,Negative
ORD200457,Desk,Returned,"Fast delivery and the desk feels premium, very satisfied.",Positive
ORD200458,Monitor,Returned,The monitor never worked properly from day one.,Negative
ORD200459,Desk,Returned,"I am not happy with this desk, complete waste of money.",Negative
ORD200460,Laptop,Returned,"The laptop was not good, arrived damaged and support was unhelpful.",Negative
ORD200461,Tablet,Shipped,The tablet is not expensive but it does not feel cheap either. Loved it.,Positive
ORD200462,Phone,Cancelled,"Terrible experience, the phone stopped working within a week.",Negative
ORD200463,Laptop,Shipped,Shipping took forever and the laptop was not even functional.,Negative
ORD200464,Tablet,Cancelled,Shipping took forever and the tablet was not even functional.,Negative
ORD200465,Printer,Cancelled,"Excellent printer, would definitely buy again. Highly recommend!",Positive
ORD200466,Phone,Delivered,"Excellent phone, would definitely buy again. Highly recommend!",Positive
ORD200467,Desk,Cancelled,"Disappointed with the desk, had to return it immediately.",Negative
ORD200468,Phone,Delivered,I was worried at first but the phone turned out to be really good.,Positive
ORD200469,Chair,Cancelled,"Awful build quality, would not recommend this chair to anyone.",Negative
ORD200470,Tablet,Shipped,"This tablet is not worth the price, very disappointing.",Negative
ORD200471,Desk,Cancelled,"Awful build quality, would not recommend this desk to anyone.",Negative
ORD200472,Chair,Cancelled,Shipping took forever and the chair was not even functional.,Negative
ORD200473,Chair,Shipped,"The chair was not good, arrived damaged and support was unhelpful.",Negative
ORD200474,Printer,Shipped,"This printer is not bad at all, actually pretty amazing for the price.",Positive
ORD200475,Tablet,Cancelled,"Disappointed with the tablet, had to return it immediately.",Negative
ORD200476,Phone,Returned,"Terrible experience, the phone stopped working within a week.",Negative
ORD200477,Phone,Shipped,"Absolutely love this phone, works perfectly and arrived on time.",Positive
ORD200478,Tablet,Shipped,"Terrible experience, the tablet stopped working within a week.",Negative
ORD200479,Monitor,Pending,"Super happy with my monitor purchase, no complaints so far.",Positive
ORD200480,Chair,Pending,"The chair was not good, arrived damaged and support was unhelpful.",Negative
ORD200481,Laptop,Delivered,"The laptop exceeded my expectations, great quality and fast shipping!",Positive
ORD200482,Monitor,Pending,"Great value for money, the monitor works flawlessly.",Positive
ORD200483,Phone,Pending,"This phone is not bad at all, actually pretty amazing for the price.",Positive
ORD200484,Chair,Cancelled,"Regret buying this chair, customer service was no help either.",Negative
ORD200485,Chair,Shipped,"Excellent chair, would definitely buy again. Highly recommend!",Positive
ORD200486,Printer,Shipped,"Absolutely love this printer, works perfectly and arrived on time.",Positive
ORD200487,Printer,Pending,The printer never worked properly from day one.,Negative
ORD200488,Chair,Cancelled,"The chair is not what I expected, poor quality overall.",Negative
ORD200489,Tablet,Cancelled,"Regret buying this tablet, customer service was no help either.",Negative
ORD200490,Chair,Cancelled,Shipping took forever and the chair was not even functional.,Negative
ORD200491,Phone,Pending,Shipping took forever and the phone was not even functional.,Negative
ORD200492,Laptop,Shipped,"The laptop exceeded my expectations, great quality and fast shipping!",Positive
ORD200493,Phone,Pending,Shipping took forever and the phone was not even functional.,Negative
ORD200494,Laptop,Pending,"This laptop is not worth the price, very disappointing.",Negative
ORD200495,Phone,Pending,"Fast delivery and the phone feels premium, very satisfied.",Positive
ORD200496,Printer,Cancelled,"Regret buying this printer, customer service was no help either.",Negative
ORD200497,Printer,Shipped,I was worried at first but the printer turned out to be really good.,Positive
ORD200498,Tablet,Returned,Shipping took forever and the tablet was not even functional.,Negative
ORD200499,Printer,Shipped,"The printer is not what I expected, poor quality overall.",Negative
ORD200500,Laptop,Returned,Shipping took forever and the laptop was not even functional.,Negative
ORD200501,Desk,Pending,I was worried at first but the desk turned out to be really good.,Positive
ORD200502,Monitor,Returned,"Regret buying this monitor, customer service was no help either.",Negative
ORD200503,Tablet,Pending,"Super happy with my tablet purchase, no complaints so far.",Positive
ORD200504,Monitor,Cancelled,I was worried at first but the monitor turned out to be really good.,Positive
ORD200505,Printer,Shipped,The printer is not expensive but it does not feel cheap either. Loved it.,Positive
ORD200506,Monitor,Returned,"The monitor was not good, arrived damaged and support was unhelpful.",Negative
ORD200507,Phone,Pending,Shipping took forever and the phone was not even functional.,Negative
ORD200508,Phone,Delivered,"Super happy with my phone purchase, no complaints so far.",Positive
ORD200509,Laptop,Returned,"The laptop is not what I expected, poor quality overall.",Negative
ORD200510,Printer,Delivered,"Great value for money, the printer works flawlessly.",Positive
ORD200511,Monitor,Delivered,"This monitor is not bad at all, actually pretty amazing for the price.",Positive
ORD200512,Desk,Pending,"I am not happy with this desk, complete waste of money.",Negative
ORD200513,Tablet,Shipped,"The tablet exceeded my expectations, great quality and fast shipping!",Positive
ORD200514,Printer,Shipped,"Fast delivery and the printer feels premium, very satisfied.",Positive
ORD200515,Phone,Shipped,"Great value for money, the phone works flawlessly.",Positive
ORD200516,Monitor,Returned,"Terrible experience, the monitor stopped working within a week.",Negative
ORD200517,Tablet,Cancelled,"Awful build quality, would not recommend this tablet to anyone.",Negative
ORD200518,Printer,Pending,"I am not happy with this printer, complete waste of money.",Negative
ORD200519,Laptop,Returned,"This laptop is not worth the price, very disappointing.",Negative
ORD200520,Monitor,Returned,"Awful build quality, would not recommend this monitor to anyone.",Negative
ORD200521,Phone,Shipped,"Super happy with my phone purchase, no complaints so far.",Positive
ORD200522,Chair,Cancelled,"Disappointed with the chair, had to return it immediately.",Negative
ORD200523,Desk,Returned,Shipping took forever and the desk was not even functional.,Negative
ORD200524,Phone,Returned,"Disappointed with the phone, had to return it immediately.",Negative
ORD200525,Monitor,Shipped,"Great value for money, the monitor works flawlessly.",Positive
ORD200526,Desk,Returned,Shipping took forever and the desk was not even functional.,Negative
ORD200527,Chair,Cancelled,"I am not happy with this chair, complete waste of money.",Negative
ORD200528,Chair,Returned,"The chair is not what I expected, poor quality overall.",Negative
ORD200529,Tablet,Pending,The tablet never worked properly from day one.,Negative
ORD200530,Chair,Pending,"This chair is not worth the price, very disappointing.",Negative
ORD200531,Desk,Delivered,I was worried at first but the desk turned out to be really good.,Positive
ORD200532,Laptop,Delivered,"Best laptop I have bought this year, five stars.",Positive
ORD200533,Desk,Returned,"Awful build quality, would not recommend this desk to anyone.",Negative
ORD200534,Chair,Cancelled,"Disappointed with the chair, had to return it immediately.",Negative
ORD200535,Monitor,Cancelled,"Awful build quality, would not recommend this monitor to anyone.",Negative
ORD200536,Chair,Returned,"The chair is not what I expected, poor quality overall.",Negative
ORD200537,Tablet,Delivered,The tablet is not expensive but it does not feel cheap either. Loved it.,Positive
ORD200538,Phone,Shipped,"This phone is not worth the price, very disappointing.",Negative
ORD200539,Desk,Delivered,The desk is not expensive but it does not feel cheap either. Loved it.,Positive
ORD200540,Laptop,Pending,"Absolutely love this laptop, works perfectly and arrived on time.",Positive
ORD200541,Printer,Pending,Shipping took forever and the printer was not even functional.,Negative
ORD200542,Tablet,Cancelled,"Disappointed with the tablet, had to return it immediately.",Negative
ORD200543,Desk,Shipped,"Absolutely love this desk, works perfectly and arrived on time.",Positive
ORD200544,Printer,Returned,"The printer was not good, arrived damaged and support was unhelpful.",Negative
ORD200545,Monitor,Returned,Shipping took forever and the monitor was not even functional.,Negative
ORD200546,Monitor,Returned,"The monitor is not what I expected, poor quality overall.",Negative
ORD200547,Phone,Delivered,"I am not happy with this phone, complete waste of money.",Negative
ORD200548,Printer,Delivered,"Great value for money, the printer works flawlessly.",Positive
ORD200549,Monitor,Cancelled,"This monitor is not worth the price, very disappointing.",Negative
ORD200550,Laptop,Shipped,"Excellent laptop, would definitely buy again. Highly recommend!",Positive
ORD200551,Laptop,Delivered,"Terrible experience, the laptop stopped working within a week.",Negative
ORD200552,Chair,Returned,"Regret buying this chair, customer service was no help either.",Negative
ORD200553,Phone,Cancelled,"Disappointed with the phone, had to return it immediately.",Negative
ORD200554,Laptop,Returned,"Great value for money, the laptop works flawlessly.",Positive
ORD200555,Tablet,Shipped,"Fast delivery and the tablet feels premium, very satisfied.",Positive
ORD200556,Laptop,Pending,"Awful build quality, would not recommend this laptop to anyone.",Negative
ORD200557,Tablet,Pending,"Great value for money, the tablet works flawlessly.",Positive
ORD200558,Phone,Delivered,"Great value for money, the phone works flawlessly.",Positive
ORD200559,Desk,Cancelled,"Disappointed with the desk, had to return it immediately.",Negative
ORD200560,Monitor,Pending,"Absolutely love this monitor, works perfectly and arrived on time.",Positive
ORD200561,Printer,Shipped,Shipping took forever and the printer was not even functional.,Negative
ORD200562,Laptop,Returned,"This laptop is not bad at all, actually pretty amazing for the price.",Positive
ORD200563,Laptop,Returned,"Regret buying this laptop, customer service was no help either.",Negative
ORD200564,Desk,Cancelled,"The desk was not good, arrived damaged and support was unhelpful.",Negative
ORD200565,Tablet,Pending,"The tablet is not what I expected, poor quality overall.",Negative
ORD200566,Phone,Cancelled,"Regret buying this phone, customer service was no help either.",Negative
ORD200567,Chair,Shipped,"Best chair I have bought this year, five stars.",Positive
ORD200568,Laptop,Delivered,"This laptop is not bad at all, actually pretty amazing for the price.",Positive
ORD200569,Desk,Shipped,"The desk is not what I expected, poor quality overall.",Negative
ORD200570,Desk,Pending,"Excellent desk, would definitely buy again. Highly recommend!",Positive
ORD200571,Tablet,Returned,"Regret buying this tablet, customer service was no help either.",Negative
ORD200572,Printer,Returned,"Excellent printer, would definitely buy again. Highly recommend!",Positive
ORD200573,Chair,Cancelled,"This chair is not worth the price, very disappointing.",Negative
ORD200574,Chair,Pending,"Excellent chair, would definitely buy again. Highly recommend!",Positive
ORD200575,Chair,Returned,"The chair was not good, arrived damaged and support was unhelpful.",Negative
ORD200576,Laptop,Pending,"Great value for money, the laptop works flawlessly.",Positive
ORD200577,Tablet,Returned,"The tablet is not what I expected, poor quality overall.",Negative
ORD200578,Monitor,Delivered,"The monitor exceeded my expectations, great quality and fast shipping!",Positive
ORD200579,Tablet,Shipped,"The tablet exceeded my expectations, great quality and fast shipping!",Positive
ORD200580,Monitor,Delivered,I was worried at first but the monitor turned out to be really good.,Positive
ORD200581,Laptop,Delivered,"Absolutely love this laptop, works perfectly and arrived on time.",Positive
ORD200582,Tablet,Shipped,"Great value for money, the tablet works flawlessly.",Positive
ORD200583,Chair,Delivered,"Absolutely love this chair, works perfectly and arrived on time.",Positive
ORD200584,Chair,Delivered,"This chair is not bad at all, actually pretty amazing for the price.",Positive
ORD200585,Tablet,Returned,"The tablet was not good, arrived damaged and support was unhelpful.",Negative
ORD200586,Monitor,Returned,"This monitor is not worth the price, very disappointing.",Negative
ORD200587,Monitor,Delivered,"The monitor exceeded my expectations, great quality and fast shipping!",Positive
ORD200588,Monitor,Delivered,"Fast delivery and the monitor feels premium, very satisfied.",Positive
ORD200589,Laptop,Delivered,I was worried at first but the laptop turned out to be really good.,Positive
ORD200590,Printer,Returned,Shipping took forever and the printer was not even functional.,Negative
ORD200591,Laptop,Shipped,"Fast delivery and the laptop feels premium, very satisfied.",Positive
ORD200592,Phone,Returned,"Absolutely love this phone, works perfectly and arrived on time.",Positive
ORD200593,Monitor,Shipped,"Excellent monitor, would definitely buy again. Highly recommend!",Positive
ORD200594,Phone,Cancelled,"Disappointed with the phone, had to return it immediately.",Negative
ORD200595,Printer,Pending,"Regret buying this printer, customer service was no help either.",Negative
ORD200596,Desk,Returned,"Awful build quality, would not recommend this desk to anyone.",Negative
ORD200597,Desk,Cancelled,"Regret buying this desk, customer service was no help either.",Negative
ORD200598,Desk,Pending,Shipping took forever and the desk was not even functional.,Negative
ORD200599,Chair,Cancelled,The chair never worked properly from day one.,Negative
ORD200600,Printer,Cancelled,"Terrible experience, the printer stopped working within a week.",Negative
ORD200601,Monitor,Shipped,"This monitor is not worth the price, very disappointing.",Negative
ORD200602,Tablet,Pending,"The tablet is not what I expected, poor quality overall.",Negative
ORD200603,Tablet,Pending,"This tablet is not bad at all, actually pretty amazing for the price.",Positive
ORD200604,Chair,Delivered,"Fast delivery and the chair feels premium, very satisfied.",Positive
ORD200605,Monitor,Shipped,"Absolutely love this monitor, works perfectly and arrived on time.",Positive
ORD200606,Laptop,Cancelled,"Awful build quality, would not recommend this laptop to anyone.",Negative
ORD200607,Printer,Shipped,"Great value for money, the printer works flawlessly.",Positive
ORD200608,Laptop,Cancelled,Shipping took forever and the laptop was not even functional.,Negative
ORD200609,Chair,Returned,"Absolutely love this chair, works perfectly and arrived on time.",Positive
ORD200610,Desk,Returned,"Absolutely love this desk, works perfectly and arrived on time.",Positive
ORD200611,Desk,Returned,"Awful build quality, would not recommend this desk to anyone.",Negative
ORD200612,Chair,Cancelled,"This chair is not worth the price, very disappointing.",Negative
ORD200613,Laptop,Returned,"Best laptop I have bought this year, five stars.",Positive
ORD200614,Phone,Cancelled,"Terrible experience, the phone stopped working within a week.",Negative
ORD200615,Monitor,Returned,The monitor never worked properly from day one.,Negative
ORD200616,Tablet,Cancelled,"The tablet was not good, arrived damaged and support was unhelpful.",Negative
ORD200617,Tablet,Cancelled,"Regret buying this tablet, customer service was no help either.",Negative
ORD200618,Tablet,Returned,"Terrible experience, the tablet stopped working within a week.",Negative
ORD200619,Laptop,Pending,"The laptop is not what I expected, poor quality overall.",Negative
ORD200620,Tablet,Returned,Shipping took forever and the tablet was not even functional.,Negative
ORD200621,Phone,Delivered,"Absolutely love this phone, works perfectly and arrived on time.",Positive
ORD200622,Desk,Returned,"This desk is not worth the price, very disappointing.",Negative
ORD200623,Printer,Cancelled,"Disappointed with the printer, had to return it immediately.",Negative
ORD200624,Tablet,Delivered,I was worried at first but the tablet turned out to be really good.,Positive
ORD200625,Tablet,Pending,"Regret buying this tablet, customer service was no help either.",Negative
ORD200626,Tablet,Shipped,"Best tablet I have bought this year, five stars.",Positive
ORD200627,Chair,Returned,"Super happy with my chair purchase, no complaints so far.",Positive
ORD200628,Printer,Pending,"Super happy with my printer purchase, no complaints so far.",Positive
ORD200629,Phone,Pending,"Disappointed with the phone, had to return it immediately.",Negative
ORD200630,Monitor,Cancelled,"Awful build quality, would not recommend this monitor to anyone.",Negative
ORD200631,Chair,Returned,"Excellent chair, would definitely buy again. Highly recommend!",Positive
ORD200632,Laptop,Delivered,I was worried at first but the laptop turned out to be really good.,Positive
ORD200633,Laptop,Cancelled,"The laptop was not good, arrived damaged and support was unhelpful.",Negative
ORD200634,Printer,Delivered,"Best printer I have bought this year, five stars.",Positive
ORD200635,Chair,Returned,The chair never worked properly from day one.,Negative
ORD200636,Laptop,Cancelled,"I am not happy with this laptop, complete waste of money.",Negative
ORD200637,Chair,Shipped,"Great value for money, the chair works flawlessly.",Positive
ORD200638,Tablet,Delivered,The tablet is not expensive but it does not feel cheap either. Loved it.,Positive
ORD200639,Chair,Cancelled,"The chair was not good, arrived damaged and support was unhelpful.",Negative
ORD200640,Chair,Returned,"Regret buying this chair, customer service was no help either.",Negative
ORD200641,Printer,Pending,"Absolutely love this printer, works perfectly and arrived on time.",Positive
ORD200642,Chair,Cancelled,The chair never worked properly from day one.,Negative
ORD200643,Laptop,Cancelled,Shipping took forever and the laptop was not even functional.,Negative
ORD200644,Chair,Shipped,"This chair is not bad at all, actually pretty amazing for the price.",Positive
ORD200645,Laptop,Cancelled,"Terrible experience, the laptop stopped working within a week.",Negative
ORD200646,Chair,Shipped,"Absolutely love this chair, works perfectly and arrived on time.",Positive
ORD200647,Desk,Returned,"Regret buying this desk, customer service was no help either.",Negative
ORD200648,Monitor,Delivered,"Super happy with my monitor purchase, no complaints so far.",Positive
ORD200649,Monitor,Returned,I was worried at first but the monitor turned out to be really good.,Positive
ORD200650,Desk,Delivered,"The desk was not good, arrived damaged and support was unhelpful.",Negative
ORD200651,Chair,Pending,"Super happy with my chair purchase, no complaints so far.",Positive
ORD200652,Chair,Shipped,"I am not happy with this chair, complete waste of money.",Negative
ORD200653,Printer,Shipped,"Disappointed with the printer, had to return it immediately.",Negative
ORD200654,Tablet,Returned,"The tablet was not good, arrived damaged and support was unhelpful.",Negative
ORD200655,Chair,Cancelled,The chair never worked properly from day one.,Negative
ORD200656,Monitor,Shipped,I was worried at first but the monitor turned out to be really good.,Positive
ORD200657,Tablet,Cancelled,"The tablet is not what I expected, poor quality overall.",Negative
ORD200658,Printer,Returned,"Awful build quality, would not recommend this printer to anyone.",Negative
ORD200659,Phone,Delivered,"The phone exceeded my expectations, great quality and fast shipping!",Positive
ORD200660,Chair,Shipped,"Fast delivery and the chair feels premium, very satisfied.",Positive
ORD200661,Tablet,Cancelled,"Awful build quality, would not recommend this tablet to anyone.",Negative
ORD200662,Laptop,Returned,"Regret buying this laptop, customer service was no help either.",Negative
ORD200663,Monitor,Cancelled,The monitor never worked properly from day one.,Negative
ORD200664,Laptop,Shipped,I was worried at first but the laptop turned out to be really good.,Positive
ORD200665,Tablet,Shipped,"Great value for money, the tablet works flawlessly.",Positive
ORD200666,Monitor,Cancelled,"Regret buying this monitor, customer service was no help either.",Negative
ORD200667,Laptop,Pending,"Great value for money, the laptop works flawlessly.",Positive
ORD200668,Monitor,Returned,"Absolutely love this monitor, works perfectly and arrived on time.",Positive
ORD200669,Desk,Cancelled,"Regret buying this desk, customer service was no help either.",Negative
ORD200670,Desk,Pending,"Absolutely love this desk, works perfectly and arrived on time.",Positive
ORD200671,Chair,Cancelled,"Disappointed with the chair, had to return it immediately.",Negative
ORD200672,Phone,Shipped,"This phone is not bad at all, actually pretty amazing for the price.",Positive
ORD200673,Tablet,Delivered,"Excellent tablet, would definitely buy again. Highly recommend!",Positive
ORD200674,Laptop,Delivered,"Absolutely love this laptop, works perfectly and arrived on time.",Positive
ORD200675,Desk,Pending,"The desk is not what I expected, poor quality overall.",Negative
ORD200676,Laptop,Cancelled,"Awful build quality, would not recommend this laptop to anyone.",Negative
ORD200677,Tablet,Cancelled,"I am not happy with this tablet, complete waste of money.",Negative
ORD200678,Chair,Shipped,"Excellent chair, would definitely buy again. Highly recommend!",Positive
ORD200679,Tablet,Returned,"I am not happy with this tablet, complete waste of money.",Negative
ORD200680,Monitor,Returned,"Terrible experience, the monitor stopped working within a week.",Negative
ORD200681,Tablet,Shipped,"Fast delivery and the tablet feels premium, very satisfied.",Positive
ORD200682,Monitor,Cancelled,"Regret buying this monitor, customer service was no help either.",Negative
ORD200683,Desk,Pending,Shipping took forever and the desk was not even functional.,Negative
ORD200684,Printer,Shipped,The printer is not expensive but it does not feel cheap either. Loved it.,Positive
ORD200685,Desk,Shipped,The desk is not expensive but it does not feel cheap either. Loved it.,Positive
ORD200686,Desk,Pending,"Great value for money, the desk works flawlessly.",Positive
ORD200687,Tablet,Returned,"Terrible experience, the tablet stopped working within a week.",Negative
ORD200688,Monitor,Cancelled,"Disappointed with the monitor, had to return it immediately.",Negative
ORD200689,Tablet,Shipped,"Regret buying this tablet, customer service was no help either.",Negative
ORD200690,Monitor,Returned,"Best monitor I have bought this year, five stars.",Positive
ORD200691,Laptop,Shipped,"Fast delivery and the laptop feels premium, very satisfied.",Positive
ORD200692,Desk,Delivered,"The desk exceeded my expectations, great quality and fast shipping!",Positive
ORD200693,Monitor,Returned,"Disappointed with the monitor, had to return it immediately.",Negative
ORD200694,Printer,Shipped,"Absolutely love this printer, works perfectly and arrived on time.",Positive
ORD200695,Printer,Shipped,"Best printer I have bought this year, five stars.",Positive
ORD200696,Chair,Pending,The chair is not expensive but it does not feel cheap either. Loved it.,Positive
ORD200697,Printer,Shipped,"The printer exceeded my expectations, great quality and fast shipping!",Positive
